chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,label
0.34532005,0.029300341,1758.0394627034761,1186.8831088288437,2812.641325676035,0.08869182952786378,-482.44345,83.156456,11.472167,25.831747,7.5590353,0.6759202,-10.302236,-0.53052014,-4.8692307,-9.121825,-4.5815597,-6.367678,-2.289408,-8.690011,-3.4443455,-0.16035241,-6.5958314,-3.6752555,-6.578193,-6.8147087,REAL
0.3435427,0.02817224,1743.6887264603413,1018.7553130813367,2615.90918195506,0.114689404750387,-472.70587,97.577,12.230374,20.51517,3.8950737,-0.20812234,-14.8781595,-11.062824,-3.2175543,-1.7502859,-1.1139109,2.1111925,-0.51739955,-8.490711,-0.7609962,0.023863329,-6.796109,-5.0450525,-3.9830072,-5.7054234,REAL
0.37044168,0.034363672,1527.895982034192,1113.3169716217496,2466.7684171221945,0.07899460925406347,-477.3125,97.53443,29.350674,26.072985,8.758929,-1.968885,-7.9997816,-6.8537354,-12.625499,-13.740312,-7.1295094,-0.28980663,-4.2581406,-13.18331,1.9282589,-2.2346046,-9.703261,-0.6525496,-4.734415,-7.4735665,REAL
0.37622765,0.028643187,1674.6060521294676,1108.0056409367348,2619.6123409123843,0.08810042745363215,-500.20673,87.02176,30.709887,31.666622,17.64251,0.5267124,-14.763551,-3.7372427,-3.2605538,-9.322271,-8.603884,-4.1881943,-6.735688,-8.700103,-1.0452052,-2.2648718,-8.362581,-3.9734588,-1.255433,-6.129135,REAL
0.3686128,0.028160721,1682.267228329739,1152.455061787789,2730.283490349265,0.08995259287925697,-485.97272,90.88637,18.800194,23.533957,14.705211,2.8936234,-16.216204,-3.0690944,-9.130895,-12.912928,-4.4008937,-0.93319327,-4.987771,-12.341991,0.8925063,0.016140515,-9.55663,-4.190705,-2.216536,-4.192073,REAL
0.37633672,0.03689048,1990.8869697140706,1284.9111604747227,3113.4698646698707,0.08938980692136785,-480.43848,87.31314,34.770134,27.812344,7.348941,0.54911387,-14.069878,-6.0437374,-10.8687,-13.389589,-6.420396,-1.6190274,-4.453041,-11.260765,0.5350932,-2.2047522,-7.3105454,-1.5054308,-2.5625324,-4.2853446,REAL
0.36648217,0.036770742,1747.8736670685023,1183.8327279212701,2741.3917565124325,0.09125681779702012,-472.84076,83.742874,35.423717,35.703335,10.048174,7.3623643,-5.4880166,-5.5765915,-8.32778,-14.131079,-5.0280037,-1.5509753,-9.732143,-8.334843,0.71922994,-4.556488,-9.190908,-0.7585598,-3.761537,-5.8165255,REAL
0.36614177,0.033318494,1860.9686971649833,1367.8753425605719,3104.072896762529,0.0838766659007353,-467.26257,92.45697,18.854841,22.87452,14.734339,0.73549646,-17.199364,-1.6802608,-8.215629,-8.86282,-6.169064,-4.1427207,1.2265912,-10.031363,0.42879465,-0.15127805,-10.77323,-1.7778049,-5.883407,-4.282936,REAL
0.40627944,0.026124086,1870.1899014633334,1299.0653168019683,2947.0238464166505,0.10155494146671827,-493.56042,79.88473,32.23796,17.829721,9.965113,11.979946,2.3828158,-4.404953,-3.5892792,-2.559589,0.35277653,2.6861784,-4.1577597,-7.4729633,1.0099658,-0.25489458,-6.815877,-2.3192384,-3.7218807,-5.4368834,REAL
0.35544968,0.031744357,1576.0305934683367,993.1237640901492,2437.368594898897,0.08963173314144737,-492.6963,82.77361,38.834778,25.997221,6.220247,7.629796,-5.1754003,-6.4191055,-9.375237,-8.526104,-4.0052342,-3.4512935,-5.036036,-9.326392,-4.566162,-4.0476823,-6.071838,-2.4472928,-4.680188,-6.293046,REAL
0.36921668,0.03580398,1400.2561636329344,867.0489619832443,2128.65379498839,0.08342995658378483,-485.21158,91.71912,40.262856,31.56174,17.228966,9.589971,-7.257063,-7.5602307,-10.387141,-10.945585,-5.6784883,-0.6928968,-2.7760513,-6.657364,-0.6406078,-1.1885703,-5.234611,-2.3577247,-2.5289788,-3.870227,REAL
0.36500043,0.02232663,2007.4751827173918,1552.0558280583318,3301.5530506095797,0.10611514853989977,-500.1782,75.23865,29.482346,22.874765,12.849994,7.530631,-8.678419,-6.4977646,0.05045958,-2.847207,-2.9629989,-1.2195088,1.3355751,-6.1700377,-1.54469,1.323169,-5.96037,-1.2509185,-5.4865904,-3.1654415,REAL
0.40203056,0.023634417,2121.1872651308677,1548.990762257286,3424.952473706772,0.10659775888717156,-482.93112,81.699356,30.79083,16.34251,12.097701,8.895516,-11.027988,-1.0205573,1.791035,-6.8401484,-3.6725874,1.707462,1.6479877,-7.225681,2.1047802,2.5533395,-7.578222,-0.40383938,-5.014941,-4.935819,REAL
0.35597447,0.033249125,1942.2292913886815,1654.8529149074786,3327.478951832979,0.09832263693006182,-452.37286,72.12926,31.099003,23.291195,10.875314,1.7367419,-5.720023,-1.9070747,-0.37101895,-6.649155,-3.3128676,-0.08918501,-1.7460294,-5.262856,-2.4606771,1.9400738,-3.9178782,-1.4040271,-4.5508394,-3.4544737,REAL
0.36678636,0.026530517,1916.8225681669905,1266.0902970185145,2958.69877581995,0.12695388085332818,-468.87674,76.88875,26.644484,22.873583,9.866577,0.59551096,-3.4417963,-7.182624,-5.6194797,-4.341721,-5.479249,0.049279936,-2.324659,-5.307917,-1.1218437,-1.2237806,-6.024781,-2.0165608,-4.050079,-5.073311,REAL
0.36870164,0.018227538,2298.5882272949384,1689.1009766235177,3811.809614084235,0.12667351417600464,-485.1871,57.01204,25.233942,22.080864,10.93353,2.8446813,-6.9473457,-2.6551638,-2.109814,-0.28488392,-1.315011,-2.0473375,0.48570982,-3.6147609,1.2419394,0.4031925,-4.5522943,-0.24298501,-3.7784474,-1.5860441,REAL
0.32925212,0.048376195,1625.25733001081,992.8311455289843,2534.3781319431027,0.11286843725850078,-424.63138,88.860535,26.050365,37.74137,6.9137464,2.7656941,-10.558303,-14.371633,-11.813769,-5.937795,-5.275019,-0.41836303,1.9119473,-1.7740381,1.9954145,1.2620713,-4.4450865,-3.9877768,-4.8762174,-5.281671,REAL
0.3908436,0.0207741,2361.428440450483,1391.9855852337137,3662.1754854134465,0.16081735413446677,-486.0388,62.34981,13.578164,29.631544,9.801628,8.041731,-8.31716,-7.0078783,-8.226609,-4.415601,-8.588256,-5.207307,-1.4467965,-6.082933,-0.15815452,-1.0075759,-5.90295,-1.0084801,-4.8323874,-4.1476626,REAL
0.3725528,0.035210256,2185.6290214035425,1673.0689112518376,3728.1774562209753,0.12732122557082043,-450.1097,73.62678,28.886423,21.334564,14.041834,6.348997,-7.3634377,-9.541957,-7.685322,-9.23793,-7.899503,-3.6280065,-0.94213384,-6.275373,-0.6525708,3.0932667,-7.753838,0.8746856,-4.6146574,-3.2035906,REAL
0.31830296,0.043857038,2339.3695627632133,1363.2988302200288,3725.7858040163023,0.16677487966815016,-416.74515,71.446686,-20.993015,25.177876,-15.082299,-27.27631,1.9471242,-29.397192,-19.85159,-0.20763555,-14.570711,-8.78305,-2.5665956,-6.195527,-1.7191834,-2.085333,-11.77647,-3.6587057,-3.1454394,-7.1249137,REAL
0.32780004,0.03799737,2133.8189856941967,1233.4425639611852,3254.492376171271,0.1587287631617079,-446.87964,79.948395,-21.034924,24.695337,-14.271428,-28.306297,7.07887,-28.363655,-18.977417,-3.55243,-10.404161,-10.472967,-7.181231,-7.3093863,-1.5255098,-3.7700262,-7.9031243,-3.3614497,-6.986025,-4.4229302,REAL
0.37057993,0.029288301,2361.666451355494,1634.507338271025,3824.5768733068885,0.1273699781104876,-463.51266,68.81459,22.30355,24.527157,14.1571665,2.5187764,2.7296093,-9.719692,-6.011474,-6.0923996,-5.3735504,1.4283134,-3.8370652,-6.045676,-0.8169393,1.0105816,-6.4471006,-1.188486,-2.9227288,-4.5212264,REAL
0.3683533,0.028701246,2374.5049809331786,1821.9371582099488,4066.7420756337074,0.1139993106617647,-463.6403,65.17047,21.402304,20.476238,14.818047,2.7590203,2.3081157,-10.490753,-5.9125953,-3.2279027,-4.102896,0.81658083,-2.029555,-5.4699664,1.1283624,-0.3158126,-5.999557,-1.4137161,-4.293637,-3.1332552,REAL
0.38257143,0.02879577,2012.3448268803818,1514.5459842028995,3344.693865768692,0.10951537142581144,-471.73608,75.74831,14.558491,18.569685,11.5962,4.044065,1.4173523,-6.4366555,-2.1256363,-1.2938012,-1.3999565,0.8215139,-3.0056353,-5.9897723,1.1217848,-1.864221,-5.282378,-0.9714168,-2.5463367,-4.386186,REAL
0.34683943,0.031963553,2120.1851664084843,1441.5068455860476,3344.7297748766446,0.12131294746517028,-451.5741,72.54149,14.821147,30.874033,20.663647,5.5964093,0.17673908,-9.674931,-4.304224,-1.4446924,-8.109075,-2.7032993,-2.2300239,-5.5379844,-0.5011537,0.97465664,-5.354769,-1.3554071,-2.0126324,-4.662192,REAL
0.3364185,0.024986878,2044.1959432039255,1441.4381799124872,3302.713362277477,0.1118421052631579,-479.89426,76.527794,17.187065,23.406654,11.060519,1.9763126,-2.5682998,-8.042249,-2.637419,-2.6962516,-5.2564745,0.3751105,-3.7321997,-7.0578136,0.7220542,-2.6948683,-5.738971,-1.528528,-2.8659573,-3.915039,REAL
0.3682397,0.028092405,2317.0082182570372,1446.1245809396767,3544.1119025735293,0.15162682311822756,-476.39304,72.576614,21.692171,23.65594,12.867993,3.216419,-1.858069,-12.243606,-5.542106,-3.752808,-6.699385,0.74286306,-1.9786296,-4.891561,2.6362,0.33236113,-7.410067,1.1977577,-2.6065989,-4.845896,REAL
0.3698887,0.030045971,1827.875469527229,1328.2491848803566,2980.526464541876,0.10874559263910355,-469.78198,81.96859,22.419632,24.232716,13.647713,5.441348,1.8902147,-9.059203,-6.2174497,-5.1633425,-5.2862034,0.8775614,-2.581923,-5.849666,0.9782372,-0.76603645,-5.975516,-0.74235713,-2.5844593,-4.915128,REAL
0.35197708,0.02538095,2034.796134294495,1320.9003240279378,3188.819434801246,0.13184914448898763,-474.10858,80.80019,19.475515,23.265022,10.536353,2.2311325,-5.152178,-11.504495,-6.0512543,-4.015186,-6.330487,-1.3329047,-1.4520746,-5.487656,1.1114459,-1.1429104,-7.6775494,-0.2807604,-3.8167503,-5.471514,REAL
0.35298023,0.0262972,2214.1458227058897,1556.1584225334814,3639.344660047407,0.13220290429082818,-467.44397,74.37702,20.577387,22.506424,13.879006,4.0512133,-7.4585295,-7.2348967,-6.794342,-5.977691,-7.202288,-2.3093839,-0.9895955,-6.6012616,0.5011159,0.108180046,-4.9060135,0.2521104,-5.0244203,-2.273945,REAL
0.37053668,0.028324516,1683.0122134648573,1240.3456105672044,2679.1004665126743,0.10395779919698142,-487.27878,81.0243,26.543446,27.03532,14.127228,8.530804,0.87808126,-0.55527574,-2.239898,-5.583189,-3.7197492,-1.0666339,-1.42199,-6.2803946,0.3652727,-0.949557,-4.041665,-0.72745556,-4.1245236,-2.4063826,REAL
0.3504167,0.02511252,1713.587556607775,1086.1950282187665,2640.03893043011,0.0985252698753864,-482.69348,81.91532,15.204465,32.50682,15.374088,6.2451196,-6.4917526,-6.260323,-5.8413296,-5.369672,-4.2420816,-2.9881172,-2.1564367,-6.272308,-0.92308474,-0.36984822,-6.509127,-3.713153,-2.7688649,-5.128535,REAL
0.3703481,0.017544298,1643.5924976825513,1206.938664313267,2651.792298308098,0.09578173374613003,-503.95297,80.19374,23.365686,25.804863,12.92398,4.03687,-1.532556,-5.322749,-3.807381,-3.3512292,-6.0199227,-1.8873094,-3.2173476,-5.2136807,-1.4143806,-0.95018077,-5.6370363,-3.024495,-3.3445776,-5.476254,REAL
0.34574082,0.044027407,1732.3015136593772,1276.9614039720275,2775.0498863196594,0.10051564314047988,-432.4523,83.40871,24.040956,36.489468,22.86645,5.819861,-2.9120033,-7.5792265,-6.3786263,-6.158452,-8.053575,-2.5651987,-4.359837,-5.9253445,2.0996835,1.6151123,-5.7165937,-1.8818698,-1.8542919,-4.395857,REAL
0.33657506,0.03239224,1518.7819410034037,995.1809120634351,2354.2690973901895,0.08503501112616099,-458.00406,91.166046,19.527046,28.411251,10.11208,5.2895546,-7.417408,-9.644045,-8.447264,-5.8626647,-5.825831,-3.9603834,-2.5365624,-6.123433,-1.6548789,-2.3858385,-5.6842885,-3.994282,-4.9244504,-5.134455,REAL
